cd_cvm,ano,conceito,valor_esperado,tolerancia_rel,status,razao_social,fonte_tipo,fonte_url,data_verificacao,observacao
009512,2011,patrimonio_liquido,332224000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"6-K do 4T12, coluna comparativa do balanco: ""Total equity ... comparativo 31/12/2011: 332,224"" (R$ milhoes). O mart traz patrimonio_liquido_controladores = 329.838.881.000, e 329,8"
009512,2011,receita_liquida,244176000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281412000431/pbrarmfifrs4q11_6k.htm,2026-09-06,"""Sales revenues: 244,176"" (R$ milhoes, ano cheio 2011). Confirmado tambem por noticia: ""A receita liquida da Petrobras atingiu os 244,176 mil milhoes de reais (106,7 mil milhoes de"
009512,2012,ativo_total,677716000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"""Total assets: 677,716"" (R$ milhoes, 31/12/2012; comparativo 31/12/2011 reapresentado: 600,097)"
009512,2012,lucro_liquido,20959000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"""Net income for the year (consolidated): 20,959"" (R$ milhoes; comparativo 2011: 33,110); ""Net income attributable to Non-controlling interests: (223)"""
009512,2012,lucro_liquido_controladores,21182000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"""Net income attributable to Shareholders of Petrobras: 21,182"" (R$ milhoes). ATENCAO: a imprensa chama esse mesmo numero de consolidado — ""A Petrobras encerrou 2012 com queda de 36"
009512,2012,patrimonio_liquido,345433000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"""Total equity (balance sheet 31/12/2012): 345,433"" (R$ milhoes); participacao nao controladora 2,354, logo atribuivel aos controladores 343,079 — o mart traz 343.079.673.000, exato"
009512,2012,receita_liquida,281379000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/0001119639/000129281413000199/pbrarmf4q12rs_6k.htm,2026-09-06,"""Sales revenues (ano completo 2012): 281,379"" (R$ milhoes; comparativo 2011: 244,176). Noticia confirma: ""A queda nos resultados ocorreu apesar do aumento de 15% na receita com ven"
009512,2024,ativo_total,1124797000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1119639/000129281425000670/pbrfs4q24rs_6k.htm,2026-09-06,"""Total assets 1,124,797"" (STATEMENT OF FINANCIAL POSITION, 2024)"
009512,2024,lucro_liquido,37009000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1119639/000129281425000670/pbrfs4q24rs_6k.htm,2026-09-06,"""Net income of the year 37,009"" (STATEMENT OF INCOME, 2024); a mesma demonstracao abre em ""Shareholders of Petrobras 36,606"" e ""Non-controlling interests 403"""
009512,2024,lucro_liquido_controladores,36606000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1119639/000129281425000670/pbrfs4q24rs_6k.htm,2026-09-06,"""Shareholders of Petrobras 36,606"" (STATEMENT OF INCOME, 2024). Imprensa confirma arredondado: ""lucro liquido de R$ 36,6 bilhoes (US$ 7,5 bilhoes)"" (agencia.petrobras.com.br)"
009512,2024,patrimonio_liquido,367514000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1119639/000129281425000670/pbrfs4q24rs_6k.htm,2026-09-06,"""Total equity 367,514"" (STATEMENT OF FINANCIAL POSITION, 2024); ""Attributable to the shareholders of Petrobras 366,006"" (STATEMENT OF CHANGES IN SHAREHOLDERS' EQUITY) — o mart traz"
009512,2024,receita_liquida,490829000000,0.001,TRAVA,PETROLEO BRASILEIRO S.A. PETROBRAS,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1119639/000129281425000670/pbrfs4q24rs_6k.htm,2026-09-06,"""Sales revenues 490,829"" (STATEMENT OF INCOME, 2024) — R$ milhoes"
014443,2023,ativo_total,61470957000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001170858/ifrs-full/Assets.json,2026-09-06,"{""tag"":""Assets"", ... {""end"":""2023-12-31"",""val"":61470957000,""accn"":""0001292814-24-001825"",""fy"":2023,""form"":""20-F""}, {""end"":""2023-12-31"",""val"":61470957000,""accn"":""0001292814-25-00180"
014443,2023,lucro_liquido,3523531000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"Consolidated Statements of Income ... Dec. 31, 2023 | Profit for the year | 3,523,531 (R$ in Thousands). Confirmado no 20-F FY2023 (accn 0001292814-24-001825) via ifrs-full:ProfitL"
014443,2023,lucro_liquido_controladores,3523531000,0.001,DEFEITO_ABERTO,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"split_nao_informado | Consolidated Statements of Income ... Dec. 31, 2023 | Profit for the year | 3,523,531. Sem linha de atribuicao; balanco Dec. 31, 2023: Capital stock 15,000,000 / Earnings reserves "
014443,2023,patrimonio_liquido,29857376000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001170858/ifrs-full/Equity.json,2026-09-06,"{""tag"":""Equity"", ... {""end"":""2023-12-31"",""val"":29857376000,""accn"":""0001292814-24-001825"",""fy"":2023,""form"":""20-F""}, {""end"":""2023-12-31"",""val"":29857376000,""accn"":""0001292814-25-00180"
014443,2023,receita_liquida,25572056000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"Consolidated Statements of Income - BRL (R$) R$ in Thousands | 12 Months Ended | Dec. 31, 2023 | Net operating revenue | R$ 25,572,056. Confirmado tambem no 20-F FY2023 (accn 00012"
014443,2024,ativo_total,80965430000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001170858/ifrs-full/Assets.json,2026-09-06,"{""cik"":1170858,""taxonomy"":""ifrs-full"",""tag"":""Assets"",""entityName"":""COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO-SABESP"", ... {""end"":""2024-12-31"",""val"":80965430000,""accn"":"""
014443,2024,lucro_liquido,9579563000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"Consolidated Statements of Income ... Dec. 31, 2024 | Profit for the year | R$ 9,579,563 (R$ in Thousands). A DRE nao apresenta nenhuma linha de atribuicao a controladores/nao cont"
014443,2024,lucro_liquido_controladores,9579563000,0.001,DEFEITO_ABERTO,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"split_nao_informado | Consolidated Statements of Income ... Dec. 31, 2024 | Profit for the year | R$ 9,579,563. O 20-F NAO traz split de atribuicao; o balanco (R2.htm) traz 'Capital stock 15,000,000 / E"
014443,2024,patrimonio_liquido,36928054000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R2.htm,2026-09-06,"Consolidated Statements of Financial Position - BRL (R$) R$ in Thousands | Dec. 31, 2024 | Equity | Capital stock 15,000,000 | Earnings reserves 21,647,715 | Other comprehensive in"
014443,2024,receita_liquida,36145477000,0.001,TRAVA,SABESP - CIA SANEAMENTO BASICO EST SAO PAULO,relatorio_anual,https://www.sec.gov/Archives/edgar/data/1170858/000129281425001804/R3.htm,2026-09-06,"Consolidated Statements of Income - BRL (R$) R$ in Thousands | 12 Months Ended | Dec. 31, 2024 | Net operating revenue | R$ 36,145,477"
014826,2011,ativo_total,33769000000,0.001,TRAVA,CIA BRASILEIRA DE DISTRIBUICAO (GPA),release_da_empresa,https://cdn-sites-assets.mziq.com/wp-content/uploads/sites/108/2018/11/GPA_ER_4T11_PORT.pdf,2026-09-06,Imobilizado 6.446 6.276 6.017 7.358 7.145 6.794 Intangivel 4.919 4.787 4.792 5.026 4.904 4.916 TOTAL DO ATIVO 22.635 20.486 20.516 33.769 30.953 29.772 [colunas: 31.12.2011 30.09.2
014826,2011,lucro_liquido,720000000,0.001,TRAVA,CIA BRASILEIRA DE DISTRIBUICAO (GPA),release_da_empresa,https://cdn-sites-assets.mziq.com/wp-content/uploads/sites/108/2018/11/GPA_ER_4T11_PORT.pdf,2026-09-06,(R$ milhoes) 31.12.2011 31.12.2010 Lucro Liquido do Exercicio 720 586 Ajuste para Reconciliacao do Lucro Liquido Imposto de Renda Diferido (57) 32 (Demonstracao dos Fluxos de Caixa
014826,2011,lucro_liquido_controladores,718000000,0.001,TRAVA,CIA BRASILEIRA DE DISTRIBUICAO (GPA),release_da_empresa,https://cdn-sites-assets.mziq.com/wp-content/uploads/sites/108/2018/11/GPA_ER_4T11_PORT.pdf,2026-09-06,"No ano, o lucro liquido foi de R$ 718 milhoes, com margem de 1,5%. [secao 4T11 e 2011 GPA Consolidado] / na tabela: Lucro Liquido (1) Acionistas Controladores 659 643 2,4% 361 253 "
014826,2011,patrimonio_liquido,10094000000,0.001,TRAVA,CIA BRASILEIRA DE DISTRIBUICAO (GPA),release_da_empresa,https://cdn-sites-assets.mziq.com/wp-content/uploads/sites/108/2018/11/GPA_ER_4T11_PORT.pdf,2026-09-06,BALANCO PATRIMONIAL ... GPA Alimentar / GPA Consolidado ... 31.12.2011 30.09.2011 31.12.2010 31.12.2011 30.09.2011 31.12.2010 ... Patrimonio Liquido 7.419 7.351 6.932 10.094 9.900 
014826,2011,receita_liquida,46594000000,0.001,TRAVA,CIA BRASILEIRA DE DISTRIBUICAO (GPA),release_da_empresa,https://cdn-sites-assets.mziq.com/wp-content/uploads/sites/108/2018/11/GPA_ER_4T11_PORT.pdf,2026-09-06,"R$ Milhoes 2011 2010 % ... Receita Bruta de Vendas 28.431 26.131 8,8% 15.132 12.598 20,1% 52.681 36.144 45,8% Receita Liquida de Vendas 25.578 23.486 8,9% 13.371 11.034 21,2% 46.59"
016292,2011,ativo_total,29983000000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://www.brf-global.com/wp-content/uploads/2018/03/2011_RA.pdf,2026-09-06,"Tabela 'Principais indicadores |GRI 2.8|', Valores em R$ milhões, coluna 2011, linha 'Ativo total': '29.983' (a extração do PDF desloca os rótulos, mas a coluna 2011 lida em ordem "
016292,2011,lucro_liquido,1365000000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://www.brf-global.com/wp-content/uploads/2018/03/2011_RA.pdf,2026-09-06,"Tabela de reconciliação do EBITDA (R$ milhões, 2011), lida de baixo para cima: '= EBITDA 3.244 / Depreciação, Exaustão e Amortização 886 / Outros Resultados/Resultado da equiv. Pat"
016292,2011,lucro_liquido_controladores,1367400000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://www.brf-global.com/wp-content/uploads/2018/03/2011_RA.pdf,2026-09-06,"Demonstração do fluxo de caixa resumida (R$ milhões, colunas 2011 e 2010): 'Resultado do exercício 1.367,4 804,1'. Tabela 'Principais indicadores', coluna 2011: 'Lucro líquido ... "
016292,2011,patrimonio_liquido,14110000000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://www.brf-global.com/wp-content/uploads/2018/03/2011_RA.pdf,2026-09-06,"Gráfico 'Patrimônio líquido — R$ milhões' (2009, 2010, 2011): '12.996 13.637 14.110'. Texto do Relatório da Administração: 'Situação patrimonial – Em 31/12/11 o Patrimônio Líquido "
016292,2011,receita_liquida,25706000000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://www.brf-global.com/wp-content/uploads/2018/03/2011_RA.pdf,2026-09-06,"Tabela 'Principais indicadores |GRI 2.8|', Valores em R$ milhões, coluna 2011: 'Receita líquida ... 22.681 25.706'. Também: 'Números BRF 2011 • Receita líquida – R$ 25,7 bilhões' e"
016292,2024,ativo_total,62675076000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/valorri-uploads/bs/2025/C/3/QEBvkZRYAlV61V1kiC7w/brf1581096228022025.pdf,2026-09-06,"Balanço patrimonial consolidado, em milhares de Reais: 'TOTAL DO ATIVO ... 62.675.076 57.272.090' (colunas 31.12.24 / 31.12.23)."
016292,2024,lucro_liquido,3691904000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/valorri-uploads/bs/2025/C/3/QEBvkZRYAlV61V1kiC7w/brf1581096228022025.pdf,2026-09-06,"DFC, valores em milhares de Reais, colunas Controladora 31.12.24 / 31.12.23 e Consolidado 31.12.24 / 31.12.23: 'Lucro (prejuízo) líquido do exercício ... 3.213.274 (2.028.559) 3.69"
016292,2024,lucro_liquido_controladores,3213274000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/valorri-uploads/bs/2025/C/3/QEBvkZRYAlV61V1kiC7w/brf1581096228022025.pdf,2026-09-06,"DRE, em milhares de Reais: 'LUCRO (PREJUÍZO) LÍQUIDO DO EXERCÍCIO ... 3.213.274' seguido de 'Lucro (Prejuízo) Líquido Atribuível a / Acionistas controladores ... 3.213.274 / Acioni"
016292,2024,patrimonio_liquido,16499204000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/valorri-uploads/bs/2025/C/3/QEBvkZRYAlV61V1kiC7w/brf1581096228022025.pdf,2026-09-06,"Balanço patrimonial consolidado 31.12.24, em milhares de Reais: 'Atribuído aos acionistas controladores ... 15.085.651 / Atribuído aos acionistas não controladores ... 1.413.553 / "
016292,2024,receita_liquida,61379038000,0.001,TRAVA,BRF S.A.,relatorio_anual,https://s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/valorri-uploads/bs/2025/C/3/QEBvkZRYAlV61V1kiC7w/brf1581096228022025.pdf,2026-09-06,"DRE consolidada, valores em milhares de Reais, coluna Consolidado 31.12.24: 'RECEITA LÍQUIDA ... 61.379.038 53.615.440'. Tabela de destaques do release (R$ Milhões): 'Receita Líqui"
017671,2011,ativo_total,65490000000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001066119/000095010312002060/dp30019_20f.htm,2026-09-06,"Selected Financial Data - Balance Sheet Data (in millions of reais): ""Total assets"" - 65,490"
017671,2011,lucro_liquido,4362000000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001066119/000095010312002060/dp30019_20f.htm,2026-09-06,"Selected Financial Data - Income Statement Data (in millions of reais): ""Net Income"" - 4,362; ""Attributable to: Controlling shareholders"" - 4,355; ""Attributable to: Non-controlling"
017671,2011,lucro_liquido_controladores,4355000000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001066119/000095010312002060/dp30019_20f.htm,2026-09-06,"Selected Financial Data - Income Statement Data (in millions of reais): ""Net Income"" - 4,362; ""Attributable to: Controlling shareholders"" - 4,355"
017671,2011,patrimonio_liquido,43331000000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001066119/000095010312002060/dp30019_20f.htm,2026-09-06,"Selected Financial Data - Balance Sheet Data (in millions of reais): ""Shareholders' equity"" - 43,331; ""Attributable to: Controlling shareholders"" - 43,326; ""Attributable to: Noncon"
017671,2011,receita_liquida,29129000000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001066119/000095010312002060/dp30019_20f.htm,2026-09-06,"Selected Financial Data - Income Statement Data (in millions of reais): ""Net operating revenue"" - 29,129"
017671,2024,ativo_total,124940673000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001066119/ifrs-full/Assets.json,2026-09-06,"The reported value with end date 2024-12-31 is 124940673000 BRL. (concepito ifrs-full:Assets, 20-F FY2024)"
017671,2024,lucro_liquido,5557332000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001066119/ifrs-full/ProfitLoss.json,2026-09-06,"For the annual period from 2024-01-01 to 2024-12-31, Telefonica Brasil S.A. reported a Profit/Loss value of 5,557,332,000 BRL. This figure appears in FY2024 form 20-F filed 2025-02"
017671,2024,lucro_liquido_controladores,5547948000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001066119/ifrs-full/ProfitLossAttributableToOwnersOfParent.json,2026-09-06,"The reported value for the annual period from 2024-01-01 to 2024-12-31 is 5547948000 BRL. (concepito ifrs-full:ProfitLossAttributableToOwnersOfParent, 20-F FY2024). Confirmado tamb"
017671,2024,patrimonio_liquido,69799495000,0.001,TRAVA,TELEFONICA BRASIL S.A,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001066119/ifrs-full/Equity.json,2026-09-06,"End Date 2024-12-31: Value: 69,799,495,000 BRL; Form: 20-F; Fiscal Year: 2024; Filed: 2025-02-27"
017671,2024,receita_liquida,55845000000,0.001,TRAVA,TELEFONICA BRASIL S.A,release_da_empresa,https://www.prnewswire.com/news-releases/4q24-results-telefonica-brasil-sa-302385402.html,2026-09-06,"""Net Operating Revenue"" for 2024 was R$55,845 million, as stated in the financial table showing a 7.2% year-over-year increase."
018112,2011,ativo_total,46139400000,0.001,TRAVA,COMPANHIA DE BEBIDAS DAS AMERICAS-AMBEV,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001113172/000129281412000946/abvform20f_2011.htm,2026-09-06,"Form 20-F FY2011, Selected Consolidated Balance Sheet Data (as of December 31, R$ millions): 'Total assets | 2011: 46,139.4 | 2010: 42,678.2 | 2009: 40,101.0 | 2008: 41,813.0 | 200"
018112,2011,lucro_liquido,8719800000,0.001,TRAVA,COMPANHIA DE BEBIDAS DAS AMERICAS-AMBEV,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1113172/000129281412000507/abvpr4q11_6k.htm,2026-09-06,"Profit: 8,719.8 / Profit - Ambev holders: 8,641.0 / Profit - non-controlling interests: 78.8 (R$ million, full year 2011)"
018112,2011,lucro_liquido_controladores,8641000000,0.001,TRAVA,COMPANHIA DE BEBIDAS DAS AMERICAS-AMBEV,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001113172/000129281412000946/abvform20f_2011.htm,2026-09-06,"Form 20-F FY2011, Selected Income Statement Data: 'Profit attributable to equity holders | 2011: 8,641.0 | 2010: 7,561.4 | 2009: 5,986.1'. Mesmo numero no release 4T11: 'Profit - A"
018112,2011,patrimonio_liquido,25828800000,0.001,TRAVA,COMPANHIA DE BEBIDAS DAS AMERICAS-AMBEV,relatorio_anual,https://www.sec.gov/Archives/edgar/data/0001113172/000129281412000946/abvform20f_2011.htm,2026-09-06,"Form 20-F FY2011, Selected Consolidated Balance Sheet Data (as of December 31, R$ millions): 'Shareholders' equity | 2011: 25,611.3 | 2010: 24,361.9' e 'Non-controlling interests |"
018112,2011,receita_liquida,27126700000,0.001,TRAVA,COMPANHIA DE BEBIDAS DAS AMERICAS-AMBEV,release_da_empresa,https://www.sec.gov/Archives/edgar/data/1113172/000129281412000507/abvpr4q11_6k.htm,2026-09-06,"Net revenue: 27,126.7 (R$ million, full year 2011 consolidated income statement). Confirmado tambem no Form 20-F FY2011, Selected Income Statement Data: 'Net sales | 2011: 27,126.7"
018465,2024,ativo_total,39558074000,0.001,TRAVA,ULTRAPAR PARTICIPACOES S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001094972/ifrs-full/Assets.json,2026-09-06,"""val"": 39558074000, ""end"": ""2024-12-31"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"" (concept ifrs-full:Assets, unit BRL)"
018465,2024,lucro_liquido,2525900000,0.001,TRAVA,ULTRAPAR PARTICIPACOES S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001094972/ifrs-full/ProfitLoss.json,2026-09-06,"""val"": 2525900000, ""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"" (concept ifrs-full:ProfitLoss = lucro total do exercicio, inclui participacao "
018465,2024,lucro_liquido_controladores,2362740000,0.001,TRAVA,ULTRAPAR PARTICIPACOES S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001094972/ifrs-full/ProfitLossAttributableToOwnersOfParent.json,2026-09-06,"""val"": 2362740000, ""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"" (concept ifrs-full:ProfitLossAttributableToOwnersOfParent, unit BRL)"
018465,2024,patrimonio_liquido,15823444000,0.001,TRAVA,ULTRAPAR PARTICIPACOES S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001094972/ifrs-full/Equity.json,2026-09-06,"""val"": 15823444000, ""end"": ""2024-12-31"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""frame"": ""CY2024Q4I"" (concept ifrs-full:Equity = PL total, inclui nao controladores). Complemento: "
018465,2024,receita_liquida,133498913000,0.001,TRAVA,ULTRAPAR PARTICIPACOES S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001094972/ifrs-full/Revenue.json,2026-09-06,"""val"": 133498913000, ""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"" (concept ifrs-full:Revenue, unit BRL, Ultrapar Holdings Inc CIK 0001094972)."
019348,2024,ativo_total,2854475000000,0.001,TRAVA,ITAU UNIBANCO HOLDING S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001132597/ifrs-full/Assets.json,2026-09-06,"{""end"": ""2024-12-31"", ""val"": 2854475000000, ""accn"": ""0001292814-25-001684"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""filed"": ""2025-04-28"", ""frame"": ""CY2024Q4I""} — fato XBRL ifrs-fu"
019348,2024,lucro_liquido,42128000000,0.001,TRAVA,ITAU UNIBANCO HOLDING S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001132597/ifrs-full/ProfitLoss.json,2026-09-06,"{""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""val"": 42128000000, ""accn"": ""0001292814-25-001684"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""filed"": ""2025-04-28"", ""frame"": ""CY2024""} —"
019348,2024,lucro_liquido_controladores,41085000000,0.001,TRAVA,ITAU UNIBANCO HOLDING S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001132597/ifrs-full/ProfitLossAttributableToOwnersOfParent.json,2026-09-06,"{""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""val"": 41085000000, ""accn"": ""0001292814-25-001684"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""filed"": ""2025-04-28"", ""frame"": ""CY2024""} —"
019348,2024,patrimonio_liquido,221284000000,0.001,TRAVA,ITAU UNIBANCO HOLDING S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001132597/ifrs-full/Equity.json,2026-09-06,"{""end"": ""2024-12-31"", ""val"": 221284000000, ""accn"": ""0001292814-25-001684"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""filed"": ""2025-04-28"", ""frame"": ""CY2024Q4I""} — fato XBRL ifrs-ful"
019348,2024,receita_liquida,168050000000,0.001,DEFEITO_ABERTO,ITAU UNIBANCO HOLDING S.A.,relatorio_anual,https://data.sec.gov/api/xbrl/companyconcept/CIK0001132597/ifrs-full/Revenue.json,2026-09-06,"cobertura_receita_financeira | {""start"": ""2024-01-01"", ""end"": ""2024-12-31"", ""val"": 168050000000, ""accn"": ""0001292814-25-001684"", ""fy"": 2024, ""fp"": ""FY"", ""form"": ""20-F"", ""filed"": ""2025-04-28"", ""frame"": ""CY2024""} "
019879,2022,ativo_total,24106000000,0.001,TRAVA,LIGHT S.A. - EM RECUPERACAO JUDICIAL,site_fundamentalista,https://stockanalysis.com/quote/bvmf/LIGT3/financials/balance-sheet/,2026-09-06,"FY2022: ""Total Assets: 24,106 million BRL"". Casa com o raw BPA CONSOLIDADO CD_CONTA 1 ""Ativo Total"" = 24.106.103 MIL (o individual e 2.852.756 MIL, e o mart escolheu corretamente o"
019879,2022,lucro_liquido,-5670000000,0.001,TRAVA,LIGHT S.A. - EM RECUPERACAO JUDICIAL,noticia,https://www.moneytimes.com.br/light-ligt3-acumula-prejuizo-de-r-56-bilhoes-em-2022-e-reve-estrategia-para-renovar-concessoes/,2026-09-06,"""A Light (LIGT3) registrou um prejuizo liquido de R$ 5,67 bilhoes no periodo acumulado de 2022"" — e, na InfoMoney (https://www.infomoney.com.br/mercados/acao-da-light-ligt3-cai-mai"
019879,2022,lucro_liquido_controladores,-5672203000,0.001,DEFEITO_ABERTO,LIGHT S.A. - EM RECUPERACAO JUDICIAL,site_fundamentalista,https://stockanalysis.com/quote/bvmf/LIGT3/financials/,2026-09-06,"split_nao_informado | ""FY 2022 ... Net Income -5,672"" (millions BRL) — a fonte nao rotula se e consolidado ou atribuivel a controladora, dai base indefinido. Nao achei nenhuma fonte externa que publique"
019879,2022,patrimonio_liquido,2845000000,0.001,TRAVA,LIGHT S.A. - EM RECUPERACAO JUDICIAL,site_fundamentalista,https://stockanalysis.com/quote/bvmf/LIGT3/financials/balance-sheet/,2026-09-06,"FY2022 (exercicio encerrado em 31/12/2022): ""Shareholders' Equity: 2,845 million BRL""; ""Total Liabilities: 21,261 million BRL""; nenhuma linha separada de Minority/Noncontrolling In"
019879,2022,receita_liquida,13253000000,0.001,TRAVA,LIGHT S.A. - EM RECUPERACAO JUDICIAL,site_fundamentalista,https://stockanalysis.com/quote/bvmf/LIGT3/financials/,2026-09-06,"FY 2022 | Revenue 13,253 | Net Income -5,672 — cabecalho da pagina: ""Financials in millions BRL. Fiscal year is January - December."""
